AÑO,PERIODO,FECHA ENVIO,CODIGO ENTIDAD,ENTIDAD,CODIGO LINEA,LINEA INTERVENCION,CODIGO SERVICIO,NOMBRE SERVICIO,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,CODIGO CENTRO ATENCION,NOMBRE CENTRO ATENCION,N° DE CEM,N° CASOS ATENDIDOS-TOTAL,N° CASOS ATENDIDOS - HOMBRES - TOTAL,N° CASOS ATENDIDOS - MUJERES - TOTAL,N° CASOS ATENDIDOS - VIOLENCIA PSICOLOGICA,N° CASOS ATENDIDOS - VIOLENCIA FISICA,N° CASOS ATENDIDOS - VIOLENCIA SEXUAL,N° CASOS ATENDIDOS - VIOLENCIA ECONÓMICA O PATRIMONIAL,N° CASOS ATENDIDOS - 0_5 - TOTAL,N° CASOS ATENDIDOS - 0_5 - HOMBRES,N° CASOS ATENDIDOS - 0_5 - MUJERES,N° CASOS ATENDIDOS - 6_11 - TOTAL,N° CASOS ATENDIDOS - 6_11 - HOMBRES,N° CASOS ATENDIDOS - 6_11 - MUJERES,N° CASOS ATENDIDOS - 12_17 - TOTAL,N° CASOS ATENDIDOS - 12_17 - HOMBRES,N° CASOS ATENDIDOS - 12_17 - MUJERES,N° CASOS ATENDIDOS - 18_25 - TOTAL,N° CASOS ATENDIDOS - 18_25  - HOMBRES,N° CASOS ATENDIDOS - 18_25 - MUJERES,N° CASOS ATENDIDOS - 18_29 - TOTAL,N° CASOS ATENDIDOS - 18_29  - HOMBRES,N° CASOS ATENDIDOS - 18_29 - MUJERES,N° CASOS ATENDIDOS - 26_35 - TOTAL,N° CASOS ATENDIDOS - 26_35 - HOMBRES,N° CASOS ATENDIDOS - 26_35 - MUJERES,N° CASOS ATENDIDOS - 36_45 - TOTAL,N° CASOS ATENDIDOS - 36_45 - HOMBRES,N° CASOS ATENDIDOS - 36_45 - MUJERES,N° CASOS ATENDIDOS - 30_59 - TOTAL,N° CASOS ATENDIDOS - 30_59 - HOMBRES,N° CASOS ATENDIDOS - 30_59 - MUJERES,N° CASOS ATENDIDOS - 46_59 - TOTAL,N° CASOS ATENDIDOS - 46_59 - HOMBRES,N° CASOS ATENDIDOS - 46_59 - MUJERES,N° CASOS ATENDIDOS - 60_MÁS - TOTAL,N° CASOS ATENDIDOS - 60_MÁS - HOMBRES,N° CASOS ATENDIDOS - 60_MÁS - MUJERES,N° DE ACTIVIDADES - TOTAL
2020,ENE - DIC,15/01/2021,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,30101,APURÍMAC,ABANCAY,ABANCAY,CEM001,CEM ABANCAY,1.0,175,14.0,161,101,61,13.0,0.0,3.0,2.0,1.0,11.0,7.0,4.0,13.0,2.0,11.0,,,,39.0,0.0,39.0,,,,,,,95,1.0,94,,,,14.0,2.0,12.0,"5,721"
2020,ENE - DIC,15/01/2021,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,90201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,CEM002,CEM ACOBAMBA,1.0,146,6.0,140,55,74,17.0,0.0,4.0,2.0,2.0,5.0,0.0,5.0,17.0,1.0,16.0,,,,52.0,0.0,52.0,,,,,,,61,1.0,60,,,,7.0,2.0,5.0,"3,924"
2020,ENE - DIC,15/01/2021,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,100201,HUÁNUCO,AMBO,AMBO,CEM003,CEM AMBO,1.0,182,12.0,170,68,84,29.0,1.0,11.0,3.0,8.0,14.0,4.0,10.0,34.0,2.0,32.0,,,,60.0,0.0,60.0,,,,,,,54,1.0,53,,,,9.0,2.0,7.0,"7,641"
2020,ENE - DIC,15/01/2021,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,CEM004,CEM ANDAHUAYLAS,1.0,269,22.0,247,152,92,22.0,3.0,2.0,0.0,2.0,22.0,9.0,13.0,30.0,5.0,25.0,,,,71.0,2.0,69.0,,,,,,,126,2.0,124,,,,18.0,4.0,14.0,"3,212"
2020,ENE - DIC,15/01/2021,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,30301,APURÍMAC,ANTABAMBA,ANTABAMBA,CEM005,CEM ANTABAMBA,1.0,108,14.0,94,47,58,3.0,0.0,3.0,2.0,1.0,5.0,2.0,3.0,16.0,2.0,14.0,,,,17.0,2.0,15.0,,,,,,,54,5.0,49,,,,13.0,1.0,12.0,"3,559"
2020,ENE - DIC,15/01/2021,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,200201,PIURA,AYABACA,AYABACA,CEM006,CEM AYABACA,1.0,159,12.0,147,66,62,31.0,0.0,2.0,2.0,0.0,15.0,3.0,12.0,35.0,2.0,33.0,,,,40.0,1.0,39.0,,,,,,,61,1.0,60,,,,6.0,3.0,3.0,"6,184"
2020,ENE - DIC,15/01/2021,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,50101,AYACUCHO,HUAMANGA,AYACUCHO,CEM007,CEM HUAMANGA,1.0,358,28.0,330,215,104,38.0,1.0,9.0,4.0,5.0,30.0,10.0,20.0,31.0,3.0,28.0,,,,98.0,1.0,97.0,,,,,,,166,3.0,163,,,,24.0,7.0,17.0,"4,695"
2020,ENE - DIC,15/01/2021,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,10201,AMAZONAS,BAGUA,BAGUA,CEM008,CEM BAGUA,1.0,102,21.0,81,46,34,21.0,1.0,13.0,7.0,6.0,19.0,7.0,12.0,22.0,4.0,18.0,,,,20.0,0.0,20.0,,,,,,,24,1.0,23,,,,4.0,2.0,2.0,"2,419"
2020,ENE - DIC,15/01/2021,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,CEM009,CEM CAJAMARCA,1.0,132,19.0,113,40,52,40.0,0.0,9.0,5.0,4.0,22.0,8.0,14.0,31.0,4.0,27.0,,,,23.0,0.0,23.0,,,,,,,41,1.0,40,,,,6.0,1.0,5.0,"3,186"
2020,ENE - DIC,15/01/2021,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,70101,CALLAO,CALLAO,CALLAO,CEM010,CEM CALLAO,1.0,684,145.0,539,293,259,131.0,1.0,79.0,34.0,45.0,136.0,71.0,65.0,101.0,22.0,79.0,,,,131.0,4.0,127.0,,,,,,,188,7.0,181,,,,49.0,7.0,42.0,"17,470"
