AÑO,PERIODO,FECHA ENVIO,CODIGO ENTIDAD,ENTIDAD,CODIGO LINEA,LINEA INTERVENCION,CODIGO SERVICIO,NOMBRE SERVICIO,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,CODIGO CENTRO ATENCION,NOMBRE CENTRO ATENCION,N° DE CEM,N° CASOS ATENDIDOS-TOTAL,N° CASOS ATENDIDOS - HOMBRES - TOTAL,N° CASOS ATENDIDOS - MUJERES - TOTAL,N° CASOS ATENDIDOS - VIOLENCIA PSICOLOGICA,N° CASOS ATENDIDOS - VIOLENCIA FISICA,N° CASOS ATENDIDOS - VIOLENCIA SEXUAL,N° CASOS ATENDIDOS - VIOLENCIA ECONÓMICA O PATRIMONIAL,N° CASOS ATENDIDOS - 0_5 - TOTAL,N° CASOS ATENDIDOS - 0_5 - HOMBRES,N° CASOS ATENDIDOS - 0_5 - MUJERES,N° CASOS ATENDIDOS - 6_11 - TOTAL,N° CASOS ATENDIDOS - 6_11 - HOMBRES,N° CASOS ATENDIDOS - 6_11 - MUJERES,N° CASOS ATENDIDOS - 12_17 - TOTAL,N° CASOS ATENDIDOS - 12_17 - HOMBRES,N° CASOS ATENDIDOS - 12_17 - MUJERES,N° CASOS ATENDIDOS - 18_25 - TOTAL,N° CASOS ATENDIDOS - 18_25  - HOMBRES,N° CASOS ATENDIDOS - 18_25 - MUJERES,N° CASOS ATENDIDOS - 18_29 - TOTAL,N° CASOS ATENDIDOS - 18_29  - HOMBRES,N° CASOS ATENDIDOS - 18_29 - MUJERES,N° CASOS ATENDIDOS - 26_35 - TOTAL,N° CASOS ATENDIDOS - 26_35 - HOMBRES,N° CASOS ATENDIDOS - 26_35 - MUJERES,N° CASOS ATENDIDOS - 36_45 - TOTAL,N° CASOS ATENDIDOS - 36_45 - HOMBRES,N° CASOS ATENDIDOS - 36_45 - MUJERES,N° CASOS ATENDIDOS - 30_59 - TOTAL,N° CASOS ATENDIDOS - 30_59 - HOMBRES,N° CASOS ATENDIDOS - 30_59 - MUJERES,N° CASOS ATENDIDOS - 46_59 - TOTAL,N° CASOS ATENDIDOS - 46_59 - HOMBRES,N° CASOS ATENDIDOS - 46_59 - MUJERES,N° CASOS ATENDIDOS - 60_MÁS - TOTAL,N° CASOS ATENDIDOS - 60_MÁS - HOMBRES,N° CASOS ATENDIDOS - 60_MÁS - MUJERES,N° DE ACTIVIDADES - TOTAL
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,30101,APURÍMAC,ABANCAY,ABANCAY,CEM001,CEM ABANCAY,1.0,170,7.0,163,97,51,22.0,0.0,2.0,1.0,1.0,9.0,1.0,8.0,13.0,2.0,11.0,,,,37.0,0.0,37.0,,,,,,,92,3.0,89,,,,17.0,0.0,17.0,"13,480"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,90201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,CEM002,CEM ACOBAMBA,1.0,226,24.0,202,111,77,34.0,4.0,4.0,3.0,1.0,12.0,7.0,5.0,37.0,4.0,33.0,,,,60.0,4.0,56.0,,,,,,,96,3.0,93,,,,17.0,3.0,14.0,"6,797"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,100201,HUÁNUCO,AMBO,AMBO,CEM003,CEM AMBO,1.0,270,40.0,230,113,101,47.0,9.0,14.0,10.0,4.0,31.0,11.0,20.0,47.0,10.0,37.0,,,,59.0,1.0,58.0,,,,,,,107,6.0,101,,,,12.0,2.0,10.0,"21,747"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,CEM004,CEM ANDAHUAYLAS,1.0,364,15.0,349,149,146,68.0,1.0,3.0,2.0,1.0,22.0,6.0,16.0,34.0,2.0,32.0,,,,87.0,2.0,85.0,,,,,,,196,1.0,195,,,,22.0,2.0,20.0,"11,458"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,30301,APURÍMAC,ANTABAMBA,ANTABAMBA,CEM005,CEM ANTABAMBA,1.0,113,11.0,102,63,41,9.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,6.0,1.0,5.0,,,,14.0,0.0,14.0,,,,,,,56,4.0,52,,,,32.0,5.0,27.0,"9,332"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,200210,PIURA,AYABACA,SUYO,CEM006,CEM SUYO,1.0,80,7.0,73,42,24,14.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,16.0,3.0,13.0,,,,18.0,0.0,18.0,,,,,,,34,1.0,33,,,,9.0,2.0,7.0,"9,483"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,50101,AYACUCHO,HUAMANGA,AYACUCHO,CEM007,CEM HUAMANGA,1.0,419,49.0,370,114,185,119.0,1.0,18.0,11.0,7.0,56.0,15.0,41.0,99.0,16.0,83.0,,,,92.0,1.0,91.0,,,,,,,140,1.0,139,,,,14.0,5.0,9.0,"12,838"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,10201,AMAZONAS,BAGUA,BAGUA,CEM008,CEM BAGUA,1.0,107,20.0,87,36,44,27.0,0.0,10.0,4.0,6.0,12.0,4.0,8.0,24.0,8.0,16.0,,,,22.0,0.0,22.0,,,,,,,36,4.0,32,,,,3.0,0.0,3.0,"7,472"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,CEM009,CEM CAJAMARCA,1.0,244,24.0,220,75,90,78.0,1.0,11.0,4.0,7.0,36.0,7.0,29.0,74.0,8.0,66.0,,,,47.0,0.0,47.0,,,,,,,67,1.0,66,,,,9.0,4.0,5.0,"8,265"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,70101,CALLAO,CALLAO,CALLAO,CEM010,CEM CALLAO,1.0,808,236.0,572,292,274,237.0,5.0,56.0,38.0,18.0,126.0,62.0,64.0,165.0,28.0,137.0,,,,195.0,76.0,119.0,,,,,,,193,8.0,185,,,,73.0,24.0,49.0,"27,791"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,40201,AREQUIPA,CAMANÁ,CAMANÁ,CEM011,CEM CAMANA,1.0,376,71.0,305,176,135,64.0,1.0,26.0,11.0,15.0,36.0,15.0,21.0,69.0,20.0,49.0,,,,70.0,1.0,69.0,,,,,,,153,16.0,137,,,,22.0,8.0,14.0,"13,517"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,50201,AYACUCHO,CANGALLO,CANGALLO,CEM012,CEM CANGALLO,1.0,136,26.0,110,64,51,21.0,0.0,13.0,7.0,6.0,23.0,12.0,11.0,25.0,6.0,19.0,,,,21.0,1.0,20.0,,,,,,,52,0.0,52,,,,2.0,0.0,2.0,"8,063"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150507,LIMA,CAÑETE,IMPERIAL,CEM013,CEM IMPERIAL,1.0,348,48.0,300,204,72,72.0,0.0,28.0,15.0,13.0,41.0,15.0,26.0,68.0,9.0,59.0,,,,84.0,2.0,82.0,,,,,,,96,1.0,95,,,,31.0,6.0,25.0,"9,635"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150106,LIMA,LIMA,CARABAYLLO,CEM014,CEM CARABAYLLO,1.0,312,56.0,256,115,128,63.0,6.0,32.0,15.0,17.0,55.0,19.0,36.0,77.0,17.0,60.0,,,,50.0,1.0,49.0,,,,,,,74,1.0,73,,,,24.0,3.0,21.0,"4,083"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,40101,AREQUIPA,AREQUIPA,AREQUIPA,CEM015,CEM AREQUIPA,1.0,1051,226.0,825,583,306,155.0,7.0,74.0,38.0,36.0,153.0,65.0,88.0,157.0,38.0,119.0,,,,185.0,5.0,180.0,,,,,,,355,34.0,321,,,,127.0,46.0,81.0,"30,322"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,CEM016,CEM CHACHAPOYAS,1.0,191,25.0,166,55,65,71.0,0.0,12.0,4.0,8.0,21.0,8.0,13.0,57.0,8.0,49.0,,,,42.0,1.0,41.0,,,,,,,48,0.0,48,,,,11.0,4.0,7.0,"6,570"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,CEM017,CEM CHANCHAMAYO,1.0,374,22.0,352,139,157,78.0,0.0,13.0,4.0,9.0,32.0,10.0,22.0,80.0,6.0,74.0,,,,82.0,0.0,82.0,,,,,,,149,1.0,148,,,,18.0,1.0,17.0,"8,342"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,CEM018,CEM CHICLAYO,1.0,372,36.0,336,124,105,143.0,0.0,10.0,1.0,9.0,58.0,14.0,44.0,91.0,15.0,76.0,,,,91.0,0.0,91.0,,,,,,,104,0.0,104,,,,18.0,6.0,12.0,"21,686"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,120107,JUNÍN,HUANCAYO,CHILCA,CEM019,CEM CHILCA,1.0,446,43.0,403,256,123,64.0,3.0,19.0,9.0,10.0,53.0,19.0,34.0,74.0,7.0,67.0,,,,119.0,2.0,117.0,,,,,,,165,3.0,162,,,,16.0,3.0,13.0,"11,224"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,21801,ÁNCASH,SANTA,CHIMBOTE,CEM020,CEM CHIMBOTE,1.0,370,90.0,280,224,118,27.0,1.0,3.0,1.0,2.0,21.0,10.0,11.0,37.0,14.0,23.0,,,,76.0,7.0,69.0,,,,,,,181,37.0,144,,,,52.0,21.0,31.0,"15,262"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,30601,APURÍMAC,CHINCHEROS,CHINCHEROS,CEM021,CEM CHINCHEROS,1.0,283,39.0,244,148,105,29.0,1.0,9.0,6.0,3.0,23.0,12.0,11.0,40.0,5.0,35.0,,,,47.0,2.0,45.0,,,,,,,148,9.0,139,,,,16.0,5.0,11.0,"15,966"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,40122,AREQUIPA,AREQUIPA,SOCABAYA,CEM022,CEM SOCABAYA,1.0,558,95.0,463,294,187,77.0,0.0,61.0,29.0,32.0,74.0,29.0,45.0,90.0,26.0,64.0,,,,97.0,3.0,94.0,,,,,,,199,4.0,195,,,,37.0,4.0,33.0,"12,607"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,130203,LA LIBERTAD,ASCOPE,CHOCOPE,CEM023,CEM CHOCOPE,1.0,319,57.0,262,138,120,61.0,0.0,43.0,19.0,24.0,53.0,24.0,29.0,74.0,7.0,67.0,,,,60.0,3.0,57.0,,,,,,,85,1.0,84,,,,4.0,3.0,1.0,"9,634"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,60401,CAJAMARCA,CHOTA,CHOTA,CEM024,CEM CHOTA,1.0,203,15.0,188,64,91,48.0,0.0,5.0,1.0,4.0,24.0,11.0,13.0,24.0,2.0,22.0,,,,64.0,0.0,64.0,,,,,,,79,1.0,78,,,,7.0,0.0,7.0,"11,159"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,200401,PIURA,MORROPÓN,CHULUCANAS,CEM025,CEM CHULUCANAS,1.0,302,6.0,296,140,116,45.0,1.0,4.0,3.0,1.0,13.0,1.0,12.0,36.0,0.0,36.0,,,,81.0,0.0,81.0,,,,,,,164,2.0,162,,,,4.0,0.0,4.0,"5,952"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,80701,CUSCO,CHUMBIVILCAS,SANTO TOMÁS,CEM026,CEM CHUMBIVILCAS,1.0,252,18.0,234,93,85,74.0,0.0,12.0,3.0,9.0,24.0,9.0,15.0,54.0,4.0,50.0,,,,41.0,1.0,40.0,,,,,,,107,1.0,106,,,,14.0,0.0,14.0,"8,152"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,30701,APURÍMAC,GRAU,CHUQUIBAMBILLA,CEM027,CEM CHUQUIBAMBILLA,1.0,86,6.0,80,28,38,20.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,13.0,0.0,13.0,,,,18.0,0.0,18.0,,,,,,,43,3.0,40,,,,8.0,1.0,7.0,"2,793"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,90501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,CEM028,CEM CHURCAMPA,1.0,201,29.0,172,82,71,48.0,0.0,17.0,8.0,9.0,34.0,15.0,19.0,48.0,3.0,45.0,,,,33.0,1.0,32.0,,,,,,,62,1.0,61,,,,7.0,1.0,6.0,"9,236"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150110,LIMA,LIMA,COMAS,CEM029,CEM COMAS,1.0,644,90.0,554,280,218,145.0,1.0,30.0,12.0,18.0,92.0,31.0,61.0,101.0,16.0,85.0,,,,118.0,4.0,114.0,,,,,,,237,8.0,229,,,,66.0,19.0,47.0,"12,185"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,120201,JUNÍN,CONCEPCIÓN,CONCEPCIÓN,CEM030,CEM CONCEPCION,1.0,415,83.0,332,220,125,68.0,2.0,25.0,12.0,13.0,56.0,25.0,31.0,101.0,30.0,71.0,,,,65.0,2.0,63.0,,,,,,,144,6.0,138,,,,24.0,8.0,16.0,"12,972"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,80108,CUSCO,CUSCO,WANCHAQ,CEM031,CEM CUSCO,1.0,586,115.0,471,264,206,115.0,1.0,73.0,32.0,41.0,98.0,43.0,55.0,120.0,22.0,98.0,,,,101.0,3.0,98.0,,,,,,,172,11.0,161,,,,22.0,4.0,18.0,"25,770"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150111,LIMA,LIMA,EL AGUSTINO,CEM032,CEM EL AGUSTINO,1.0,421,76.0,345,168,151,90.0,12.0,43.0,17.0,26.0,69.0,28.0,41.0,77.0,15.0,62.0,,,,69.0,3.0,66.0,,,,,,,99,4.0,95,,,,64.0,9.0,55.0,"7,722"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,80801,CUSCO,ESPINAR,ESPINAR,CEM033,CEM ESPINAR,1.0,238,7.0,231,117,75,45.0,1.0,4.0,1.0,3.0,7.0,3.0,4.0,34.0,1.0,33.0,,,,51.0,0.0,51.0,,,,,,,129,2.0,127,,,,13.0,0.0,13.0,"5,472"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,CEM034,CEM FERREÑAFE,1.0,105,18.0,87,61,29,15.0,0.0,16.0,8.0,8.0,25.0,9.0,16.0,21.0,1.0,20.0,,,,13.0,0.0,13.0,,,,,,,27,0.0,27,,,,3.0,0.0,3.0,"4,518"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150801,LIMA,HUAURA,HUACHO,CEM035,CEM HUACHO,1.0,251,30.0,221,108,81,62.0,0.0,5.0,0.0,5.0,42.0,15.0,27.0,63.0,7.0,56.0,,,,53.0,0.0,53.0,,,,,,,67,4.0,63,,,,21.0,4.0,17.0,"10,943"
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,CEM036,CEM HUAMACHUCO,1.0,43,3.0,40,10,15,18.0,0.0,1.0,1.0,0.0,4.0,1.0,3.0,11.0,0.0,11.0,,,,10.0,0.0,10.0,,,,,,,13,0.0,13,,,,4.0,1.0,3.0,1727
2023,ENE - DIC,15/01/2024,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,50301,AYACUCHO,HUANCA SANCOS,SANCOS,CEM037,CEM HUANCASANCOS,1.0,107,12.0,95,77,23,7.0,0.0,3.0,0.0,3.0,13.0,7.0,6.0,11.0,1.0,10.0,,,,13.0,0.0,13.0,,,,,,,49,3.0,46,,,,18.0,1.0,17.0,"2,510"
